Course 1,Course 2,Take C1 Only,Take C1 Only Passed,Take Both,Take Both Passed C1,R(C1 only),R(Both),Toxic Or Synergistic
KHP 340,CHE 104,915,880,114,101,0.961748634,0.885964912,0.075783722
STA 200,SOC 339,6113,5393,62,50,0.882218223,0.806451613,0.075766611
ECO 201,GWS 200,23334,19975,132,103,0.85604697,0.78030303,0.07574394
NUR 101,A&S 100,1712,1592,48,41,0.929906542,0.854166667,0.075739875
CHE 107,MNG 264,8410,6016,222,142,0.715338882,0.63963964,0.075699243
ME  151,SOC 101,2123,1740,82,61,0.819594913,0.743902439,0.075692474
MA  162,GEO 172,8545,7103,45,34,0.831246343,0.755555556,0.075690787
ENG 230,COM 287,6017,5334,37,30,0.886488283,0.810810811,0.075677472
ANA 209,PSY 216,7400,5148,50,31,0.695675676,0.62,0.075675676
EES 160,HIS 109,1058,954,92,76,0.901701323,0.826086957,0.075614367
COM 252,MA  112,9369,8448,46,38,0.901697086,0.826086957,0.07561013
ECO 201,GER 102,23879,20423,59,46,0.855270321,0.779661017,0.075609304
BIO 152,ASC 205,9042,6994,192,134,0.773501438,0.697916667,0.075584771
GEO 160,ANA 109,4099,3384,68,51,0.825567212,0.75,0.075567212
CHE 410G,CHE 565,277,253,37,31,0.913357401,0.837837838,0.075519563
MNG 575,MNG 371,49,38,40,28,0.775510204,0.7,0.075510204
BIO 102,TA  110,3524,2993,84,65,0.849318956,0.773809524,0.075509432
ECO 202,ENG 102,4842,3755,40,28,0.775505989,0.7,0.075505989
COM 281,PHI 120,3246,3100,83,73,0.955021565,0.879518072,0.075503493
AST 192,COM 101,3438,2493,137,89,0.72513089,0.649635036,0.075495854
BIO 208,GEO 160,6913,6118,63,51,0.884999277,0.80952381,0.075475467
CIS 110,AMS 101,10968,9852,79,65,0.898249453,0.82278481,0.075464643
GEO 109,PS  101,2425,2132,107,86,0.879175258,0.803738318,0.07543694
UK  101,UK  095,7983,7546,169,147,0.945258675,0.869822485,0.075436189
HIS 108,MA  112,7000,5661,45,33,0.808714286,0.733333333,0.075380952
PGY 206,STA 210,3566,2715,207,142,0.761357263,0.685990338,0.075366925
PGY 412G,KHP 350,1868,1175,233,129,0.629014989,0.553648069,0.075366921
MA  114,MUS 100,7199,4989,306,189,0.693012918,0.617647059,0.07536586
JPN 101,CHE 111,903,727,37,27,0.805094131,0.72972973,0.075364401
COM 249,BIO 103,4405,4012,79,66,0.910783201,0.835443038,0.075340163
BIO 150,COM 252,2730,2011,62,41,0.736630037,0.661290323,0.075339714
GLY 110,KHP 120,4232,3581,48,37,0.846172023,0.770833333,0.075338689
MA  109,MKT 300,18631,12891,193,119,0.691911331,0.616580311,0.07533102
MA  111,AST 192,13749,11603,121,93,0.843915921,0.768595041,0.07532088
WRD 110,A-S 102,16073,14246,127,103,0.886331114,0.811023622,0.075307492
WRD 112,EE  101,1214,1184,60,54,0.975288303,0.9,0.075288303
MA  113,GEN 100,9890,6419,61,35,0.649039434,0.573770492,0.075268942
MA  123,MUS 001,18171,13049,56,36,0.718122283,0.642857143,0.07526514
CS  115,ENG 230,3985,2715,33,20,0.681304893,0.606060606,0.075244287
MNG 191,MNG 264,18,16,161,131,0.888888889,0.813664596,0.075224293
MA  108R,GLY 150,2460,1359,88,42,0.552439024,0.477272727,0.075166297
SPA 203,SOC 101,1460,1359,97,83,0.930821918,0.855670103,0.075151815
PHY 211,KHP 450,6633,5757,111,88,0.867933062,0.792792793,0.075140269
BIO 152,EQM 301,2204,1943,31,25,0.881578947,0.806451613,0.075127334
BIO 102,CS  115,8014,6555,35,26,0.817943599,0.742857143,0.075086456
ANT 230,SPA 101,1730,1455,47,36,0.841040462,0.765957447,0.075083016
KHP 300,KHP 546,2484,2360,32,28,0.950080515,0.875,0.075080515
MUS 100,HIS 104,14552,13316,50,42,0.915063222,0.84,0.075063222
CIS 110,TA  120,12122,10759,48,39,0.887559809,0.8125,0.075059809
CHE 231,HIS 109,8226,7553,51,43,0.918186239,0.843137255,0.075048984
MA  193,CHE 231,10429,7781,76,51,0.746092626,0.671052632,0.075039995
FIN 300,RTM 425,3824,3296,61,48,0.861924686,0.786885246,0.07503944
AN  300,STA 296,3236,2898,78,64,0.895550062,0.820512821,0.075037241
GEO 261,BIO 103,2230,2018,194,161,0.904932735,0.829896907,0.075035828
FIN 300,COM 313,5017,4458,59,48,0.888578832,0.813559322,0.07501951
ID  264,ID  221,2,2,80,74,1,0.925,0.075
ANA 209,A-S 280,4865,3428,54,34,0.704624872,0.62962963,0.074995242
PHI 260,UK  101,802,633,35,25,0.789276808,0.714285714,0.074991094
ENG 230,ENG 334,3998,3524,31,25,0.88144072,0.806451613,0.074989107
HIS 108,MA  110,8200,6671,153,113,0.813536585,0.738562092,0.074974494
CHE 230,KHP 200,8218,6266,32,22,0.762472621,0.6875,0.074972621
SPA 101,SOC 302,7253,6123,39,30,0.844202399,0.769230769,0.07497163
A-H 105,AST 192,1921,1500,34,24,0.780843311,0.705882353,0.074960958
PSY 216,SPA 101,3397,2737,182,133,0.805710921,0.730769231,0.074941691
MKT 300,FR  201,16350,15020,32,27,0.918654434,0.84375,0.074904434
CS  101,NFS 241,3755,3236,61,48,0.861784288,0.786885246,0.074899042
PHI 120,ENG 102,6407,4957,83,58,0.773685032,0.698795181,0.074889851
JOU 101,CLA 135,1528,1307,41,32,0.855366492,0.780487805,0.074878687
MA  194,CS  275,6349,4957,102,72,0.780752874,0.705882353,0.074870522
SPA 201,PHI 335,5817,5283,42,35,0.908200103,0.833333333,0.07486677
ECO 101,ANT 160,1524,1210,89,64,0.793963255,0.719101124,0.074862131
MA  113,BIO 152,10613,6877,253,145,0.647978894,0.57312253,0.074856364
PSY 100,KHP 112,26902,22293,65,49,0.828674448,0.753846154,0.074828294
ENG 104,MUC 187,12292,10697,44,35,0.870240807,0.795454545,0.074786262
SOC 235,BIO 103,2312,2072,56,46,0.896193772,0.821428571,0.0747652
PS  240,MUS 100,1288,1033,33,24,0.802018634,0.727272727,0.074745906
ME  440,ME  505,528,458,82,65,0.867424242,0.792682927,0.074741316
MA  111,EQM 101,9238,7931,37,29,0.85851916,0.783783784,0.074735376
MA  114,PHI 100,7257,5008,130,80,0.690092325,0.615384615,0.074707709
MA  108R,PS  101,2468,1402,227,112,0.568071313,0.49339207,0.074679242
ACC 202,FAM 352,6720,5671,39,30,0.84389881,0.769230769,0.07466804
MA  194,KHP 101,6396,4986,61,43,0.779549719,0.704918033,0.074631686
UK  101,TA  150,27572,25845,51,44,0.937363992,0.862745098,0.074618894
EM  313,ME  344,2615,1922,106,70,0.73499044,0.660377358,0.074613081
CHE 111,NFS 212,8194,6121,58,39,0.747010007,0.672413793,0.074596214
AEC 303,AEC 445G,836,695,37,28,0.831339713,0.756756757,0.074582956
UK  110,HIS 105,2277,2016,37,30,0.885375494,0.810810811,0.074564683
A-S 200,PSY 223,3704,3421,53,45,0.923596112,0.849056604,0.074539509
BIO 150,GEO 160,2709,1997,83,55,0.737172388,0.662650602,0.074521786
GLY 110,FR  101,4245,3591,35,27,0.845936396,0.771428571,0.074507824
CHE 226,MA  114,793,700,73,59,0.882723834,0.808219178,0.074504655
PHI 130,GWS 200,5550,4825,39,31,0.869369369,0.794871795,0.074497574
AST 191,COM 281,8140,6403,66,47,0.786609337,0.712121212,0.074488124
WRD 111,EPE 174,9741,9075,77,66,0.931629196,0.857142857,0.074486339
CSD 277,STA 210,330,299,95,79,0.906060606,0.831578947,0.074481659
MA  110,PHI 130,4158,2644,57,32,0.635882636,0.561403509,0.074479127
SOC 101,KHP 125,17007,14655,47,37,0.861704004,0.787234043,0.074469962
ACC 201,CS  101,14438,9209,497,280,0.637830724,0.563380282,0.074450443
WRD 111,MA  112,9746,9079,105,90,0.931561666,0.857142857,0.074418809
ANT 102,CIS 110,1202,1035,150,118,0.861064892,0.786666667,0.074398225
ECO 410,ECO 477,532,463,49,39,0.870300752,0.795918367,0.074382385
EM  221,ENG 264,1564,1159,33,22,0.741048593,0.666666667,0.074381927
CHE 105,HIS 108,23089,16028,505,313,0.694183377,0.61980198,0.074381397
CHE 230,SPA 102,8283,6322,135,93,0.76325003,0.688888889,0.074361141
BIO 103,GER 101,15548,12683,58,43,0.815731927,0.74137931,0.074352617
AST 192,CS  101,3757,2699,59,38,0.718392334,0.644067797,0.074324538
AN  300,AEC 302,5881,5317,94,78,0.904097943,0.829787234,0.074310708
ASC 364,ASC 499,266,231,34,27,0.868421053,0.794117647,0.074303406
MKT 300,SOC 235,16316,14990,45,38,0.918730081,0.844444444,0.074285636
ANA 209,PHI 100,7376,5133,74,46,0.69590564,0.621621622,0.074284018
A-S 200,UK  090,2813,2620,42,36,0.931389975,0.857142857,0.074247118
MA  213,CHE 236,5846,4384,37,25,0.749914471,0.675675676,0.074238796
KHP 240,BIO 103,2521,2348,49,42,0.931376438,0.857142857,0.074233581
BIO 103,GER 104,1373,1032,31,21,0.751638747,0.677419355,0.074219392
ENG 104,FR  101,12325,10731,113,90,0.870669371,0.796460177,0.074209194
COM 101,MAS 101,6547,5001,58,40,0.763861311,0.689655172,0.074206138
GEN 109,WRD 110,744,700,60,52,0.940860215,0.866666667,0.074193548
FAM 357,EPE 301,837,776,34,29,0.927120669,0.852941176,0.074179493
ACC 202,HIS 109,11184,9404,90,69,0.840844063,0.766666667,0.074177396
ECO 201,KHP 190,23849,20401,32,25,0.855423707,0.78125,0.074173707
HIS 108,CS  115,8508,6951,70,52,0.816995769,0.742857143,0.074138626
UK  110,PSY 223,2320,2057,32,26,0.886637931,0.8125,0.074137931
FR  103,PS  101,1065,940,47,38,0.882629108,0.808510638,0.07411847
ECO 202,HIS 105,13641,10992,82,60,0.805806026,0.731707317,0.074098709
KHP 101,COM 101,898,869,47,42,0.967706013,0.893617021,0.074088992
ANA 110,KHP 200,3518,3139,77,63,0.892268334,0.818181818,0.074086516
CS  485G,PHY 232,713,583,78,58,0.817671809,0.743589744,0.074082066
MA  194,KHP 118,6417,5005,34,24,0.779959483,0.705882353,0.07407713
MA  109,ENT 110,18174,12560,94,58,0.691097172,0.617021277,0.074075895
CHE 231,KHP 200,8129,7461,32,27,0.917825071,0.84375,0.074075071
ECO 401,PHI 334,2365,1837,37,26,0.776744186,0.702702703,0.074041483
EDP 202,PS  101,4332,4111,40,35,0.948984303,0.875,0.073984303
BIO 102,HIS 104,7667,6267,152,113,0.817399244,0.743421053,0.073978191
A-S 130,PSY 100,1430,1218,63,49,0.851748252,0.777777778,0.073970474
PLS 104,MA  111,1819,1485,66,49,0.816382628,0.742424242,0.073958385
DSP 130,SOC 101,357,328,58,49,0.918767507,0.844827586,0.073939921
ANT 240,ANT 352,275,237,33,26,0.861818182,0.787878788,0.073939394
PHY 241,CHE 105,7013,6467,224,190,0.922144589,0.848214286,0.073930303
EDP 203,MUC 163,1290,1229,33,29,0.952713178,0.878787879,0.0739253
MA  114,STA 296,2362,1618,36,22,0.685012701,0.611111111,0.07390159
CS  215,CIS 111,2346,1843,111,79,0.785592498,0.711711712,0.073880786
GER 103,UK  101,1146,1035,82,68,0.903141361,0.829268293,0.073873069
ME  513,ME  310,257,246,60,53,0.957198444,0.883333333,0.07386511
STA 210,ENG 260,15091,13098,34,27,0.867934531,0.794117647,0.073816883
TA  390,WRD 110,342,327,34,30,0.956140351,0.882352941,0.07378741
ECO 479,ECO 412,423,346,86,64,0.817966903,0.744186047,0.073780857
BIO 148,WRD 203,8173,6209,121,83,0.759696562,0.685950413,0.073746149
CHE 111,AEC 101,5248,3937,34,23,0.750190549,0.676470588,0.073719961
COM 181,GLY 120,5146,4702,100,84,0.913719394,0.84,0.073719394
MKT 300,HIS 105,15356,14099,45,38,0.918142746,0.844444444,0.073698301
MUS 272,MUS 303,441,400,48,40,0.907029478,0.833333333,0.073696145
SPA 203,CIS 111,1105,1019,33,28,0.922171946,0.848484848,0.073687097
GEO 130,MA  109,4000,2992,304,205,0.748,0.674342105,0.073657895
PSY 311,PHI 130,3393,3026,33,27,0.891836133,0.818181818,0.073654315
PS  235,JOU 101,3712,2982,74,54,0.803340517,0.72972973,0.073610788
CHE 104,HIS 108,2741,1851,118,71,0.675300985,0.601694915,0.07360607
CPH 203,WRD 110,913,864,55,48,0.946330778,0.872727273,0.073603505
EGR 102,CHE 105,1583,1439,1428,1193,0.909033481,0.835434174,0.073599307
ASC 364,ASC 470,752,682,60,50,0.906914894,0.833333333,0.07358156
HON 101,CS  115,1154,1134,33,30,0.982668977,0.909090909,0.073578068
PSY 313,SPA 102,3930,3413,156,124,0.868447837,0.794871795,0.073576042
MA  123,ANT 103,2483,1838,33,22,0.740233588,0.666666667,0.073566922
CHE 230,UK  100,7010,5335,32,22,0.761055635,0.6875,0.073555635
GEO 109,BIO 103,2403,2114,129,104,0.879733666,0.80620155,0.073532116
WRD 110,MUS 170,14513,12971,89,73,0.893750431,0.820224719,0.073525712
CIS 110,PHY 231,12580,11172,151,123,0.888076312,0.814569536,0.073506775
A-H 105,A-S 380,1874,1458,44,31,0.778014941,0.704545455,0.073469487
AN  300,AEC 321,2836,2548,40,33,0.898448519,0.825,0.073448519
A-H 105,COM 101,1809,1425,49,35,0.787728027,0.714285714,0.073442312
EGR 201,MA  214,325,293,64,53,0.901538462,0.828125,0.073413462
SOC 101,A-S 103,18180,15709,43,34,0.864081408,0.790697674,0.073383734
FR  103,WRD 110,493,447,102,85,0.906693712,0.833333333,0.073360379
GLY 110,PSY 223,4236,3584,44,34,0.846081209,0.772727273,0.073353936
ECO 412,ACC 202,2398,2082,78,62,0.86822352,0.794871795,0.073351725
LIN 210,MGT 301,1392,1241,33,27,0.891522989,0.818181818,0.07334117
SOC 101,ENG 107,7411,6491,157,126,0.875860208,0.802547771,0.073312437
ENG 130,ACC 201,826,703,36,28,0.851089588,0.777777778,0.073311811
ECO 201,EDP 203,23727,20308,46,36,0.855902558,0.782608696,0.073293863
FIN 423,MKT 430,1811,1699,37,32,0.938155715,0.864864865,0.07329085
EGR 199,CE  106,2174,1938,66,54,0.891444342,0.818181818,0.073262524
PHI 380,SPA 101,1280,1126,31,25,0.8796875,0.806451613,0.073235887
CS  335,CS  321,396,335,88,68,0.845959596,0.772727273,0.073232323
CHE 105,GEO 172,23406,16237,166,103,0.693711014,0.620481928,0.073229087
UK  101,A&S 121,5427,5146,64,56,0.948221854,0.875,0.073221854
CS  100,MA  110,981,881,177,146,0.898063201,0.824858757,0.073204444
MNG 264,CHE 105,479,345,34,22,0.720250522,0.647058824,0.073191698
PSY 313,FAM 254,2127,1871,31,25,0.879642689,0.806451613,0.073191076
FAM 250,MAT 114,460,417,42,35,0.906521739,0.833333333,0.073188406
EGR 199,CIS 111,1462,1355,41,35,0.926812585,0.853658537,0.073154049
PSY 311,BIO 102,3865,3454,39,32,0.893661061,0.820512821,0.07314824
COM 314,PSY 215,2564,2338,31,26,0.911856474,0.838709677,0.073146797
CHE 107,KHP 200,14713,10130,117,72,0.688506763,0.615384615,0.073122147
CME 415,MA  214,732,666,49,41,0.909836066,0.836734694,0.073101372
ACC 407,ACC 301,1895,1698,305,251,0.896042216,0.82295082,0.073091397
COM 453,LIN 211,689,636,40,34,0.923076923,0.85,0.073076923
MUS 130,CIS 110,843,776,59,50,0.920521945,0.847457627,0.073064318
ECO 477,ECO 412,412,369,62,51,0.895631068,0.822580645,0.073050423
EM  302,GLY 220,1211,966,69,50,0.797687861,0.724637681,0.07305018
CHE 111,MUS 123,10462,7702,95,63,0.736188109,0.663157895,0.073030215
MNG 322,MA  214,203,182,34,28,0.896551724,0.823529412,0.073022312
UK  110,PHI 120,2309,2048,43,35,0.886964054,0.813953488,0.073010565
COM 181,HIS 104,5196,4744,50,42,0.913010008,0.84,0.073010008
ENG 280,GEO 162,3108,2791,40,33,0.898005148,0.825,0.073005148
A-H 105,ENG 230,1907,1490,48,34,0.781331935,0.708333333,0.072998602
MUS 123,MA  109,2565,2275,172,140,0.886939571,0.813953488,0.072986083
GLY 130,SPA 101,2585,2075,37,27,0.80270793,0.72972973,0.072978201
CIS 111,MA  112,8590,8063,67,58,0.938649593,0.865671642,0.072977951
TA  110,A&S 100,3270,3029,75,64,0.926299694,0.853333333,0.072966361
A-S 130,WRD 110,1234,1059,149,117,0.858184765,0.785234899,0.072949866
ENG 107,COM 249,4179,3675,62,50,0.879396985,0.806451613,0.072945372
MA  213,PHI 100,7088,5416,68,47,0.764108352,0.691176471,0.072931882
MA  111,ASC 101,9887,8445,96,75,0.854151917,0.78125,0.072901917
AST 192,LIN 211,3802,2730,31,20,0.718043135,0.64516129,0.072881845
PS  235,HIS 108,3785,3043,119,87,0.803963012,0.731092437,0.072870575
TA  150,PHI 120,1226,1154,38,33,0.941272431,0.868421053,0.072851378
ENG 280,MA  111,3097,2784,138,114,0.898934453,0.826086957,0.072847496
GEO 160,CS  115,7864,6524,74,56,0.829603255,0.756756757,0.072846499
EE  211,EE  101,372,323,44,35,0.86827957,0.795454545,0.072825024
KHP 112,ENG 104,255,246,37,33,0.964705882,0.891891892,0.07281399
HIS 108,CS  100,5122,4098,33,24,0.800078094,0.727272727,0.072805367
MUS 123,HIS 121,1645,1429,49,39,0.868693009,0.795918367,0.072774642
CHE 111,KHP 200,17316,12804,96,64,0.739431739,0.666666667,0.072765073
GEO 255,UK  101,583,472,95,70,0.809605489,0.736842105,0.072763384
CHE 230,ITA 101,7071,5548,59,42,0.784613209,0.711864407,0.072748802
AAS 200,PSY 100,594,540,55,46,0.909090909,0.836363636,0.072727273
KHP 120,AST 192,5591,5242,37,32,0.937578251,0.864864865,0.072713386
STA 296,MA  123,6377,5459,60,47,0.856045162,0.783333333,0.072711829
KHP 110,BIO 103,1938,1798,69,59,0.927760578,0.855072464,0.072688114
STA 210,SOC 335,20205,17632,45,36,0.872655283,0.8,0.072655283
PHI 120,HIS 240,11419,8986,42,30,0.786934057,0.714285714,0.072648343
STA 210,PHI 334,22243,19410,85,68,0.872634087,0.8,0.072634087
GEO 160,MA  110,7521,6220,114,86,0.827017684,0.754385965,0.072631719
CHE 105,HIS 109,23243,16123,351,218,0.693671213,0.621082621,0.072588592
EM  313,CE  482,2627,1917,70,46,0.72972973,0.657142857,0.072586873
ECO 101,PHI 120,1494,1188,119,86,0.795180723,0.722689076,0.072491647
A-H 105,A-H 106,1900,1485,55,39,0.781578947,0.709090909,0.072488038
STA 200,SPA 101,6147,5435,154,125,0.88417114,0.811688312,0.072482829
UK  101,IEC 120,27643,25911,37,32,0.937343993,0.864864865,0.072479128
CHE 111,MSE 101,10289,7709,99,67,0.749246768,0.676767677,0.072479092
COM 249,HIS 121,2344,2112,35,29,0.901023891,0.828571429,0.072452462
WRD 110,SOC 180,14762,13112,38,31,0.888226528,0.815789474,0.072437054
ASC 364,AEC 302,764,692,48,40,0.905759162,0.833333333,0.072425829
A-S 380,STA 200,676,587,49,39,0.868343195,0.795918367,0.072424828
UK  100,MA  110,1999,1758,57,46,0.87943972,0.807017544,0.072422176
MGT 301,HIS 108,14233,12863,83,69,0.903744818,0.831325301,0.072419517
AEC 532,AEC 321,88,78,43,35,0.886363636,0.813953488,0.072410148
MA  193,EE  280,10370,7741,135,91,0.746480231,0.674074074,0.072406157
HON 251,EGR 101,463,452,52,47,0.976241901,0.903846154,0.072395747
HON 251,EGR 102,463,452,52,47,0.976241901,0.903846154,0.072395747
WRD 110,A-H 101,8574,7535,31,25,0.878819687,0.806451613,0.072368075
PHI 100,JOU 101,7560,6427,36,28,0.850132275,0.777777778,0.072354497
MUS 222,MA  111,739,677,32,27,0.916102842,0.84375,0.072352842
B&E 105,COM 249,6005,5105,117,91,0.850124896,0.777777778,0.072347118
PSY 100,A-S 101,21939,18041,40,30,0.822325539,0.75,0.072325539
PSY 100,UKC 180,11314,9325,133,100,0.824200106,0.751879699,0.072320407
PS  101,ANA 109,6465,5316,64,48,0.822273782,0.75,0.072273782
CIS 111,A&S 100,10977,10357,233,203,0.943518265,0.871244635,0.07227363
MA  113,WRD 111,6892,4448,848,486,0.645385955,0.573113208,0.072272747
EGR 101,CHE 105,1256,1130,1379,1141,0.899681529,0.827411168,0.072270361
GEO 160,ECO 101,7375,6114,37,28,0.829016949,0.756756757,0.072260192
HON 151,MA  214,979,955,31,28,0.975485189,0.903225806,0.072259383
ENG 104,CS  100,6635,5806,71,57,0.875056518,0.802816901,0.072239617
PHY 520,PHY 416G,60,55,45,38,0.916666667,0.844444444,0.072222222
ECO 479,ECO 472,440,373,49,38,0.847727273,0.775510204,0.072217069
MA  109,KHP 190,18674,12921,71,44,0.691924601,0.61971831,0.072206291
CHE 230,KHP 230,8263,6302,42,29,0.762676994,0.69047619,0.072200803
GEO 135,STA 210,266,217,39,29,0.815789474,0.743589744,0.07219973
CHE 231,WRD 203,4898,4474,63,53,0.913434055,0.841269841,0.072164213
PS  101,GEO 222,8367,6788,46,34,0.811282419,0.739130435,0.072151984
PS  212,MUS 100,1913,1566,71,53,0.818609514,0.746478873,0.072130641
KHP 350,STA 291,731,690,39,34,0.943912449,0.871794872,0.072117577
ANT 160,ANT 220,11921,10737,35,29,0.900679473,0.828571429,0.072108045
ACC 202,SOC 101,11105,9343,169,130,0.841332733,0.769230769,0.072101964
GEO 130,ENG 230,4240,3154,64,43,0.743867925,0.671875,0.071992925
FIN 300,COM 249,10125,9098,173,143,0.898567901,0.826589595,0.071978306
MAS 300,MAS 355,159,141,54,44,0.886792453,0.814814815,0.071977638
BIO 153,PHI 130,2073,1926,35,30,0.929088278,0.857142857,0.071945421
BAE 201,CE  106,284,249,41,33,0.876760563,0.804878049,0.071882515
COM 249,MA  109,4491,4092,56,47,0.911155645,0.839285714,0.07186993
LIS 510,STA 210,1130,1040,33,28,0.920353982,0.848484848,0.071869134
MA  193,UK  110,8239,6156,77,52,0.747178056,0.675324675,0.07185338
CHE 107,GEO 160,14741,10153,248,153,0.688759243,0.616935484,0.071823759
EDC 362,EDL 401,675,625,48,41,0.925925926,0.854166667,0.071759259
GER 101,MA  109,2274,1969,102,81,0.86587511,0.794117647,0.071757463
ACC 202,COM 313,5628,4847,38,30,0.861229566,0.789473684,0.071755882
KHP 120,UK  110,4177,3927,38,33,0.940148432,0.868421053,0.071727379
CHE 104,MA  111,2743,1852,116,70,0.675173168,0.603448276,0.071724892
CME 101,A&S 100,976,924,48,42,0.946721311,0.875,0.071721311
ANA 110,KHP 210,3545,3161,50,41,0.89167842,0.82,0.07167842
ECO 201,MAT 120,22993,19674,250,196,0.85565172,0.784,0.07165172
UK  100,UK  090,1433,1244,226,180,0.868108863,0.796460177,0.071648686
STA 200,ART 191,5783,5085,52,42,0.879301401,0.807692308,0.071609093
CHE 111,KHP 118,17200,12698,36,24,0.738255814,0.666666667,0.071589147
PHI 130,MA  113,5463,4753,129,103,0.870034779,0.798449612,0.071585167
HMT 350,ACC 202,380,371,42,38,0.976315789,0.904761905,0.071553885
DSP 110,CLA 135,891,831,36,31,0.932659933,0.861111111,0.071548822
HIS 112,CIS 111,1644,1521,41,35,0.925182482,0.853658537,0.071523945
MA  111,GEO 220,6606,5554,39,30,0.840750833,0.769230769,0.071520063
MUS 100,A-H 106,14817,13548,70,59,0.914355133,0.842857143,0.07149799
MA  123,A&S 150,8659,6552,54,37,0.756669361,0.685185185,0.071484176
EE  305,MNG 335,1359,1262,35,30,0.928623988,0.857142857,0.071481131
GEO 255,WRD 110,529,430,58,43,0.812854442,0.74137931,0.071475132
CHE 232,PHI 305,5482,3894,72,46,0.710324699,0.638888889,0.07143581
EE  521,EE  490,24,24,70,65,1,0.928571429,0.071428571
CLM 480,CLM 350,103,103,70,65,1,0.928571429,0.071428571
KHP 110,KHP 120,1903,1767,112,96,0.928533894,0.857142857,0.071391037
B&E 105,GEO 160,6086,5168,36,28,0.849162011,0.777777778,0.071384233
PS  391,PS  430G,887,784,32,26,0.883878241,0.8125,0.071378241
GEO 160,UK  110,6122,5095,92,70,0.832244365,0.760869565,0.071374799
PHY 242,CHE 105,4705,4518,63,56,0.960255048,0.888888889,0.071366159
BIO 304,MA  137,3336,2740,44,33,0.821342926,0.75,0.071342926
EXP 396,ANT 160,2501,2452,33,30,0.980407837,0.909090909,0.071316928
PSY 223,SOC 339,7802,7058,84,70,0.904639836,0.833333333,0.071306503
MA  109,PGY 206,18073,12486,92,57,0.690864826,0.619565217,0.071299609
MA  123,PGY 206,18108,13008,119,77,0.718356528,0.647058824,0.071297704
BIO 209,ENG 230,3200,3007,38,33,0.9396875,0.868421053,0.071266447
CIS 110,UK  090,8605,7621,431,351,0.885647879,0.814385151,0.071262728
CME 101,CHE 230,1042,986,32,28,0.946257198,0.875,0.071257198
PSY 100,ART 191,17933,14941,105,80,0.83315675,0.761904762,0.071251988
COM 101,MA  110,10847,8527,228,163,0.786115977,0.714912281,0.071203696
GRN 250,AST 191,3774,3234,84,66,0.856915739,0.785714286,0.071201454
COM 101,PS  235,8855,7183,50,37,0.811180124,0.74,0.071180124
AFS 212,AFS 211,1,1,281,261,1,0.928825623,0.071174377
ECO 499,MGT 301,1349,1261,44,38,0.934766494,0.863636364,0.07113013
SOC 101,FAM 251,14330,12343,143,113,0.861339846,0.79020979,0.071130056
MKT 300,NFS 241,7070,6497,46,39,0.918953324,0.847826087,0.071127237
GEO 172,STA 200,1518,1178,61,43,0.77602108,0.704918033,0.071103048
CS  375,CS  315,588,522,360,294,0.887755102,0.816666667,0.071088435
COM 452,COM 471,189,182,37,33,0.962962963,0.891891892,0.071071071
COM 181,SPA 101,5293,4840,83,70,0.914415265,0.843373494,0.071041771
CHE 231,ENG 107,5217,4776,45,38,0.91546866,0.844444444,0.071024216
NUR 101,PHI 100,1989,1854,36,31,0.932126697,0.861111111,0.071015586
BIO 153,CHE 105,2130,2003,222,193,0.940375587,0.869369369,0.071006217
CHE 105,MA  123,20769,14561,2825,1780,0.701092975,0.630088496,0.07100448
CHE 103,PS  101,4055,3111,79,55,0.767200986,0.696202532,0.070998455
GLY 110,CHE 105,4240,3587,40,31,0.845990566,0.775,0.070990566
COM 287,MA  113,2812,2595,54,46,0.922830725,0.851851852,0.070978874
CHE 111,PGY 206,17095,12610,168,112,0.737642586,0.666666667,0.070975919
CHE 107,CHE 111,14492,9993,506,313,0.689552857,0.618577075,0.070975782
PLS 366,PLS 104,1395,1224,31,25,0.877419355,0.806451613,0.070967742
MA  123,KHP 127,18193,13063,34,22,0.718023416,0.647058824,0.070964592
ACC 301,MA  162,3480,2543,97,64,0.730747126,0.659793814,0.070953312
MA  109,A&S 100,14015,9722,607,378,0.693685337,0.622734761,0.070950576
ANT 242,SOC 101,730,610,34,26,0.835616438,0.764705882,0.070910556
ISC 161,CIS 110,1910,1701,61,50,0.890575916,0.819672131,0.070903785
ECO 201,PSY 313,23834,20383,51,40,0.855206847,0.784313725,0.070893122
KHP 340,MA  123,2000,1929,47,42,0.9645,0.893617021,0.070882979
ASC 310,AEC 305,736,607,65,49,0.824728261,0.753846154,0.070882107
MKT 300,PHI 120,16184,14879,198,168,0.919364805,0.848484848,0.070879956
CHE 107,SPA 202,14891,10240,107,66,0.687663689,0.61682243,0.07084126
MGT 301,PS  101,14148,12792,168,140,0.904156064,0.833333333,0.070822731
STA 210,JOU 101,20750,18132,198,159,0.873831325,0.803030303,0.070801022
MA  322,CS  115,4145,3237,138,98,0.780940893,0.710144928,0.070795965
CHE 107,ANA 109,4197,2553,80,43,0.608291637,0.5375,0.070791637
CE  341,PHY 232,1114,1029,34,29,0.923698384,0.852941176,0.070757208
STA 200,A-S 102,5788,5089,47,38,0.879232896,0.808510638,0.070722257
CME 101,MA  110,974,926,100,88,0.950718686,0.88,0.070718686
MLS 410,MLS 420,3,3,198,184,1,0.929292929,0.070707071
CS  100,HIS 108,1125,1000,33,27,0.888888889,0.818181818,0.070707071
